id,account,account_screenname,account_location,account_followers,account_following,account_age_days,account_description,is_retweet,original_author,tweeted_on,count_retweeted,count_favorited,hashtags,tweet_text
1298402774309208064,T Motz,Trudyand2,,130,1268,3496,,1,@ChanelRion,2020-08-25 23:31:59,198,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402771356520456,Rita,lbpyyz,"Toronto, Ontario",5692,6256,2949,"Injustice is never justice/L’injustice n’est jamais la justice. #Resist Joanof Arc, Mme Fourcade ‘Non, je ne regrette rien’- Édith Piaf. Timeo ne verum💙 No dm.",1,@AndyOstroy,2020-08-25 23:31:58,55,0,, Only in @realDonaldTrump's racist America can a couple threaten peaceful black protestors with guns and then end up as feat…
1298402734534791169,Teri,Teri18439470,,2817,4996,797,,1,@ChanelRion,2020-08-25 23:31:49,198,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402725441355776,Cindy DeRossett,cindyderossett,"Arizona, USA",1097,396,4130,🇺🇸❤️🤍💙✝️🙏⭐️,1,@ChanelRion,2020-08-25 23:31:47,198,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402723856093191,Dew Schbag,Dew_Schbag,,87,188,3656,"In the end, its not the number of years in the life that count, its the number at the bottom of the balance sheet.",1,@Jorgensen4POTUS,2020-08-25 23:31:47,519,0,QualifiedImmunity," .@JoeBiden won't end #QualifiedImmunity, nor will he legalize marijuana. Why? Because both would jeopardize his and @K…"
1298402696278540288,🇺🇸 𝐀xE 🇺🇸,theaxereport,United States 🇺🇸 ,20661,18502,3161,"Vote @potus 2020 
Anyone who thinks my story is anywhere near over is sadly mistaken.- @realDonaldTrump
America First.",1,@ChanelRion,2020-08-25 23:31:40,198,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402690280509441,baby calf,CalfBaby,,28,181,2238,,1,@ChanelRion,2020-08-25 23:31:39,198,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402678951882753,Lessa 🇺🇸,Sinnersaint39,,581,541,4195,Defender of consumer rights.  Non-partisan indie.  Against group-think/authoritarianism/propaganda. For critical thinking/facts/logic/Freedom of Speech.,1,@MarylandNickG,2020-08-25 23:31:36,4,0,, If anyone Wondered what it lookec like back in nazi Germany this was us it. Next they will start shooting people who won…
1298402637545639938,Senior Boobies,SeniorBoobies,"Sunny South Florida, USA",13120,13178,1137,"I'm just a boob trying 2 make it and because boobs are fun! 
Actions speaks louder than political correctness -- @seniorboobies  PARLER: @seniorboobies",1,@ChanelRion,2020-08-25 23:31:26,198,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402625373773824,Tara Obrien,TaraObri,,803,348,1640,,1,@ChanelRion,2020-08-25 23:31:23,198,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402605064953858,Earlene,earlenepifer,,1069,1507,3345,,1,@ChanelRion,2020-08-25 23:31:18,198,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402602338721792,Twatter Blows,TwatterBlows3,Nunya,4,62,40,Pissed off American #MAGA #CombatVeteran,1,@ChanelRion,2020-08-25 23:31:18,198,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402585112649729,@aslan29212,aslan29212,"South Carolina, USA",2109,2304,1399,"Proud and Patriotic American! Love my God, my country and my family! ❤️ Widow of a vet #MAGA.  Honored to be followed by General Flynn",1,@ChanelRion,2020-08-25 23:31:14,198,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402583971651586,小城故事,bingbing402,,2568,133,1143,反抗束缚，崇尚自由。热爱并敬畏大自然。“全民共振”支持者。,1,@ChanelRion,2020-08-25 23:31:13,198,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402582717767682,‎ 𐤒‎rabitt,Qrabitt,,4368,2177,409,"Gab: Qrabitt 

Parler link https://t.co/DNu3HPk1et

WeGo social link https://t.co/yvmfu4ORho


Freedom wins 🇺🇸 Truth prevails 💥",1,@ChanelRion,2020-08-25 23:31:13,198,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402581560139776,New EJM421,conservfeed,New England,3417,3036,3804,"Conservative. Trump supporter. Capitalist. Hunter. Engineer. My parler name is @EJM421, let’s connect. #ANTIFA and #BLM can suck it. #NRA life member. #MAGA",1,@TerrestrialTwit,2020-08-25 23:31:13,41,0,," Yeah, HARD PASS because ELECTION FRAUD.

Go to your closest voter center and vote IN PERSON!

No excuses!

#Election20…"
1298402550807486464,Rosanna,NEindiana58,"Angola, IN",264,314,1331,,1,@ChanelRion,2020-08-25 23:31:05,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402543559684096,BLACK CRIME,XposeBlackCrime,"New Jersey, USA",3548,4947,3060,,0,XposeBlackCrime,2020-08-25 23:31:04,0,0,"HerschelWalker,TrumpCritics,Trump,TrumpTrain,MAGA,MAGA2020,KAG,KAG2020,Tcot,Ccot,TeaParty,GOP,2020Election,Election2020,Election,Elections","Action Update: #HerschelWalker Tackles #TrumpCritics: https://t.co/0pVnHex9iH 
#Trump #TrumpTrain #MAGA #MAGA2020 #KAG #KAG2020 #Tcot #Ccot #TeaParty #GOP #2020Election #Election2020 #Election #Elections"
1298402537876357120,Neesie 🇺🇸,neesietweets,America🇺🇸,25958,25226,4144,#ProLife🇺🇸 #Trump2020 🇺🇸 #AmericaFirst 🇺🇸#BuildTheWall 🇺🇸#ImmigrationReform🇺🇸 #KAG 🇺🇸#Christian ✝️ IFB all #Patriots 🇺🇸 #MAGA🇺🇸,1,@ChanelRion,2020-08-25 23:31:02,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402534319624193,shirlee,shirlee92125879,,4329,5001,397,🇺🇸GOD Family USA,1,@ChanelRion,2020-08-25 23:31:01,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402527097102340,You Little Pencilneck,Potuslover1,,1619,2590,277,"God Bless Our President.  

United We Stand.",1,@ChanelRion,2020-08-25 23:31:00,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402518490324995,Leila💃🏻👠,leilaibi,World,3054,2463,3780,"Nothing better than living your life on your own way ^_~ Sometimes I look ☝️Up, Smile & Say, ""I know that was you, God! Thanks!"" 💃🏻 🇺🇸 🇮🇹 🇭🇺",1,@alainthibaut1,2020-08-25 23:30:58,62,0,"VoteTrump,Election2020"," This is Biden, America!

Instead of appeasing, he adds some more oil to the fire..! 🔥
#VoteTrump #Election2020"
1298402513910210560,Scott Farkus,FarkusScott,,396,1743,982,,1,@ChanelRion,2020-08-25 23:30:57,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402510835789825,Qatzman ♋️,katzman_69,USA,1882,2159,4362,,1,@ChanelRion,2020-08-25 23:30:56,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402509741076480,paratusnow,paratusnow,USA,67,173,433,Follower of Jesus. Family man. Charity,1,@ChanelRion,2020-08-25 23:30:56,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402497879371776,JROBCUE,jrobarcos,,4,22,36,"Audio Engineer since 98, also 17 years as Production Manager, I love well recorded and Qed music, enjoy traveling and meeting local friends",1,@ChanelRion,2020-08-25 23:30:53,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402486437523457,ErinSchatzi17,ErinSchatzi17,CHICAGO.,2112,4078,1369,"Trump 2020, female who is a free thinker, believe in liberty for all! This country will never be a socialist country!",1,@ChanelRion,2020-08-25 23:30:50,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402465138827264,💯Jonas🔱Olssen🤔,JonasOlssen_,Midnight Train to Georgia,2540,1824,1539,On the verge of Greatness. Conservative​. Blue Lives Matter #MAGA #KAG Pro Life. Pray for Peace. Prepped for War.,1,@ChanelRion,2020-08-25 23:30:45,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402455689060352,SE Dallas #VoteGold,sedallas,,347,160,3197,Doing my best to survive this Orwellian nightmare of useless self-centered politicians and disappearing constitutional rights.,1,@Jorgensen4POTUS,2020-08-25 23:30:43,519,0,QualifiedImmunity," .@JoeBiden won't end #QualifiedImmunity, nor will he legalize marijuana. Why? Because both would jeopardize his and @K…"
1298402437879992320,Desi,DesiCuban,"Florida, USA",327,371,2407,I believe in the Constitution as it is written.I believe anyone can be successful in America.I believe in paying my own bills.I am blessed to live in the USA.,1,@GabbiLiebert,2020-08-25 23:30:38,15,0,, @realDonaldTrump Fraud is an staple of most Third World Countries.  It is so Sad that the United States is following thei…
1298402414769438721,JBB,JBB73585073,,5,96,25,,1,@ChanelRion,2020-08-25 23:30:33,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402413645201409,Peter,morg2239,,1317,1275,3724,#AmericansWantWitnesses #BoltonMustTestify #GOPCorruptionOverCountry #GOPCoverup #TrumpMustTestify,1,@AndyOstroy,2020-08-25 23:30:33,55,0,, Only in @realDonaldTrump's racist America can a couple threaten peaceful black protestors with guns and then end up as feat…
1298402386252365824,BlinkUSA,blinkUSA,"Texas, USA",1303,1698,2848,"No claim to fame other than surviving being the youngest of 18 children.

Member of the KAG cult",1,@ChanelRion,2020-08-25 23:30:26,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402383786061824,Bill,BillTheDrummer1,"""Yeah... that Parkland""",974,2055,949,"Entrepreneur, Investor, Musician  
Maga 🇺🇲 Kag2020 🇺🇲",1,@ChanelRion,2020-08-25 23:30:26,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402378450903041,Yeti,YetiSassquatch,Colorado's High 'n Lonesome,56,44,3096,knuckle-drag'n truck driver,1,@ChanelRion,2020-08-25 23:30:24,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402340697804800,Atlas Oracle 🧙‍♂️ Text TRUMP to 88022,AtlasOracle,"Queensland, Australia",1732,2201,872,✝️ Christian Mystic ❤️ INFJ 🌘,1,@ChanelRion,2020-08-25 23:30:15,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402325694943232,Himcason,himcason,,27,159,27,,1,@ChanelRion,2020-08-25 23:30:12,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402320045277184,Westy198420,Westy198420,,613,820,206,"I voted Brexit, I support Trump and I follow Q (will unfollow ALL train riders)",1,@ChanelRion,2020-08-25 23:30:10,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402319365799937,Tom Molloy ✝️,tomjmolloy,"Cincinnati, Ohio, USA",929,2120,4202,"'The most powerful weapon on earth is the human soul on fire.' ~ Ferdinand Foch

https://t.co/HG12it5thq",1,@ChanelRion,2020-08-25 23:30:10,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402312734617600,J,J56661396,,55,164,71,,1,@ChanelRion,2020-08-25 23:30:09,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402309035171840,tim c,timcofga,,143,31,4061,,1,@ChanelRion,2020-08-25 23:30:08,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402307852337152,mllnola,mllnola,rising tide,5032,5234,3615,the best things in life aren't things,1,@ChanelRion,2020-08-25 23:30:07,199,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402306657058818,A Scientist for the Many,ScientistFor,United Kingdom,136,746,250,"An advocate of progressive secular policy driven by principles of equality, opportunity, sustainability and reason. Biologist, humanist, Labour UK + UCU member.",0,ScientistFor,2020-08-25 23:30:07,0,0,"Biden,Trump,Election2020,TaxTheRich,DemocraticConvention,RepublicanConvention",#Biden will not reverse #Trump tax cuts. Selecting a centrist corporate democrat as the candidate to replace a right winger ensures a rightward political and economic drift. #Election2020 #TaxTheRich #DemocraticConvention #RepublicanConvention https://t.co/0AsJ1n6IaQ
1298402305801367559,🌜 Moon Child 64,BellaMorgana3,In Nature 🌈,987,978,4206,"🇨🇺 🇪🇸🏳️‍🌈 ☿️🐾♿
“An Ye Harm None, Do What Ye Will.""
#AlwaysKeepFighting
#Spooniesforlife
#Transisbeautiful
#BlackLivesMatter",1,@AndyOstroy,2020-08-25 23:30:07,55,0,, Only in @realDonaldTrump's racist America can a couple threaten peaceful black protestors with guns and then end up as feat…
1298402299409137665,Kalah Love,KalahD,Rural AR,5919,6431,4105,"#KAG, Retired/Disabled Nurse, #BlueLivesMatter, Support our Military & 1st Responder",1,@ChanelRion,2020-08-25 23:30:05,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402297597263873,Trumpateer🏝🇺🇸🗽,VMarlow5,"Michigan, USA",482,467,558,"❤️ Trump, love the US, love thy neighbors✨. God Bless America, doing what’s right and those who stand 4 it. #GodWins #Twins! #Trump2020 #ALM Save O Children",1,@MarylandNickG,2020-08-25 23:30:05,4,0,, If anyone Wondered what it lookec like back in nazi Germany this was us it. Next they will start shooting people who won…
1298402284796145664,christina,christi93673854,USA,294,222,329,"mother, Hard working state employee Home health care, Republican, Educator for home school",1,@ChanelRion,2020-08-25 23:30:02,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402278702014465,Michael brown,Michael29149423,"Oklahoma, USA",2327,269,1484,,1,@ChanelRion,2020-08-25 23:30:01,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402267284946945,marieannette KAG🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,MarieannetteKag,"California, USA",1209,1154,2593,Love outdoors #EveryLifeMatters #AmericaFirst 🇺🇸#MAGA🇺🇸#KAG🇺🇸#PATRIOT🇺🇸🇺🇸#TRUMP2020🇺🇸🇺🇸❤️❤️🇺🇸🇺🇸#BackTheBlue💙💙❤️❤️💙💙,1,",…",2020-08-25 23:29:58,311,0,DemocraticConvention," With the #DemocraticConvention over and we are full steam ahead to November, who will you be voting for? 

Please RT,…"
1298402255608193030,Jim McNichols,JimMcNichols1,"Crystal City, Missouri",579,763,3258,"Conservative First, Last and Always. Veteran of Multiple Political Campaigns and Principled Skeptic of Liberal 'Do-Gooderism'. RTs DO NOT Equal Endorsements.",1,@PARISDENNARD,2020-08-25 23:29:55,160,0,PREACH," #PREACH 

She is speaking the truth so America can wake up to what the radical left and the media have been up to for the…"
1298402241884422147,TheMidniteStriker,StrikerMidnite,Rhode Island,405,49,63,Just a God-fearing guy trying to remain humble and sane in this crazy world.,1,@politstrip,2020-08-25 23:29:52,2,0,Election2020," DEMOCRAPHOBIA

The fear of what Democrats will do to America if Joe Biden &amp; Kamala Harris win #Election2020"
1298402228236177408,anonymous patriot 🇺🇸🇺🇸🇺🇸,anonpatriotq,,25410,4615,153,The Silent Majority will reign! Parler/Gab/Discord/WeGo: anonpatriotq,1,@ChanelRion,2020-08-25 23:29:49,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402226243883009,DCTC,SpeakOnItPeeps,United States,92,89,541,"2nd Acct Hacked at 15k, Life & Relationship Coach/Host of Speak On It, Business Tech Pro, Emcee, DJ, Helping people live a balance lifestyle. #BlackExcellence",1,@SweetExoticAng1,2020-08-25 23:29:48,49,0,JoeBiden, Jason has been telling US that #JoeBiden will uphold Whyte Supremacy if elected just like Trump &amp; now here comes #Rich…
1298402226206105600,Sybil Liberties,SybilLiberties4,"Tennessee, USA",184,65,152,,1,@ChanelRion,2020-08-25 23:29:48,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402223857123329,Hema Bajaj Misra,HemaBajajMisra,,465,1342,3809,@Google & @YouTube strategy | MBA @MITSloan | self-admitted #cheese & #chai addict | mischief managed (for now) | all opinions are my own,0,HemaBajajMisra,2020-08-25 23:29:47,0,0,Election2020,Yes. This is amazing! #Election2020 https://t.co/xHH15emBsA
1298402215695192065,Kasie Dailey 🦇 #LetHerSpeak,Buttercupncream,Texas!,1315,1719,3246,libertarian and marketing strategist who creates scalable repeatable processes for business growth. founder of #LetHerSpeak.,1,@Jorgensen4POTUS,2020-08-25 23:29:46,519,0,QualifiedImmunity," .@JoeBiden won't end #QualifiedImmunity, nor will he legalize marijuana. Why? Because both would jeopardize his and @K…"
1298402198565593089,VOTE BLUE NOV 3rd,bluewatch4,,28683,28632,717,#VOTEBLUE #RESIST #FBR,1,@AndyOstroy,2020-08-25 23:29:41,55,0,, Only in @realDonaldTrump's racist America can a couple threaten peaceful black protestors with guns and then end up as feat…
1298402192714391552,SD⭐⭐⭐,OkieNV,USA,36379,35602,781,"#Christian🙏🌻, #Conservative,😇 Guardian of the Constitution🇺🇸, #MAGA🔥🇺🇸, #KAG, #TRUMP2020😎, #17, #PATRIOT❤, C, 🐶#VoteRed, No DM's",1,@MarylandNickG,2020-08-25 23:29:40,4,0,, If anyone Wondered what it lookec like back in nazi Germany this was us it. Next they will start shooting people who won…
1298402189665214464,the elm,westseattleelms,"Washington, USA",1821,1690,2692,"Conservative, Deplorables,  Seahawks, Huskies, Mariners, MAGA 💕Trumps",1,@ChanelRion,2020-08-25 23:29:39,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402184305029120,Marilena  🇺🇸 🇮🇹,marilenah17,,388,1399,1639,My family is from Italy 🇮🇹 All came to USA Legally!!! 🇺🇸 God Bless President Trump 🙏 🇺🇸MAGA 4moreyears🇺🇸,1,@ChanelRion,2020-08-25 23:29:38,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402169167765504,Madeline Pate,madspate,"Palmyra, IN",300,267,1573,,1,@Jorgensen4POTUS,2020-08-25 23:29:34,519,0,QualifiedImmunity," .@JoeBiden won't end #QualifiedImmunity, nor will he legalize marijuana. Why? Because both would jeopardize his and @K…"
1298402126725611521,Sunny Flowers,850Sunny,Florida,6616,6795,2530,Home Is Where The Heart Is....,1,@ChanelRion,2020-08-25 23:29:24,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402123491811335,Gena,TinyChihuahua1,🇺🇸,2378,1875,970,"🐾Rescue/Foster🐾 Back the Blue💙💙
                            🇺🇸Trump🇺🇸",1,@ChanelRion,2020-08-25 23:29:24,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402116726390784,LibertyLovingMom,LibertyLovingM1,,323,501,468,I am an outspoken Libertarian / NAP / Misessian follower who believes in voluntary interactions.,1,@Jorgensen4POTUS,2020-08-25 23:29:22,518,0,," If DC really wanted to help the American people right now, why haven't they simply ended income taxes indefinitely? If…"
1298402114486644737,Who's Gonna Be Lucky Indicted #2? - Brian Cates,drawandstrike,"Texas, USA",246617,6615,4124,"Donate: https://t.co/f93VSLpzFr 
My TeeSpring Store ""Rise Of The New Media"": https://t.co/HqXTYzoa90",1,@ChanelRion,2020-08-25 23:29:21,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402112825708548,Domestic Goddess🇺🇸,BoriquaGoddess,USA,4799,3935,2952,I ❤USA🇺🇸 ! Support our Troops/Vets/Police/1st Responders ❤️ #MAGA #POTUS ❤I respect UR opinions kindly respect MINE! NO🚫LISTS • NO🚫DM •NOT A DATING SITE!,1,@ChanelRion,2020-08-25 23:29:21,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402077928980483,traderboy,traderboy999,,27,191,391,"investor, law and order, good schools, keep our suburbs safe!VOTE RED! ALL racism is WRONG! ALL LIVES MATTER",1,@ChanelRion,2020-08-25 23:29:13,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402069804548097,twitMctwittieton,twitmctwittiet1,,876,1471,532,#MAGA keeping people honest. logical thinking. never govern off emotion. love all.,1,@ChanelRion,2020-08-25 23:29:11,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402050150031361,Suzanne Lepage,SuzanneLepage1,Ontario,85221,47640,3305,Aidante naturelle pour ma mère atteinte d'Alzheimer Merci Twitter pour mon seul répit.Vous n'avez aucune idée du bien-être que ça m'apporte! Caregiver for mom!,1,@Choices2020,2020-08-25 23:29:06,153,0,," “Neither snow nor rain nor heat nor gloom of night will keep these couriers from their appointed rounds.”

This guy should…"
1298402046836723715,DIYPOTUS,diypotus,The White House,1322,814,1453,"Latest, unbiased, real news about US Politics! Like Rotten Tomatoes for News.",0,diypotus,2020-08-25 23:29:05,0,0,"USPolitics,Vote,BidenHarris,Election2020",Herschel Walker defends president at RNC: 'I've seen racism up close ... it isn't Donald Trump' - https://t.co/Viv2CH3I85 - #USPolitics #Vote #BidenHarris #Election2020
1298402043086897153,No one,lauracgilleslil,,7125,7725,2634,,1,@ChanelRion,2020-08-25 23:29:04,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402036384436231,❤️🇺🇸Anne🇺🇸❤️,USA_Anne711,,21264,20887,2963,“Silence in the face of evil is itself evil: God will not hold us guiltless. Not to speak is to speak. Not to act is to act.” Bonhoeffer,1,@ChanelRion,2020-08-25 23:29:03,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402032467038209,Rosalind A. Spigel,SpigelConsultin,"Bryn Mawr, Pennsylvania",60,84,2055,"Consultant, Leadership Coach, Aligning Organization Change. https://t.co/N6mzqcSDdV Helping Organizations and People Grow and Prosper.",1,@Honoring_Future,2020-08-25 23:29:02,3,0,"Election2020,earth", The upcoming U.S. #Election2020 offers a historic opportunity to shape how we impact our #earth. Spread the message! h…
1298402031812489218,Joseph Tiner,Tiner183,There,214,202,3088,Nil Satis Nisi Optimum,1,@Jorgensen4POTUS,2020-08-25 23:29:02,242,0,, .@realDonaldTrump has written 181 executive orders since 2017. The only EOs I will write will be to undo these unconst…
1298402026372714497,Una Perrson 🥇 The masks are slipping 🕵️‍😷,FiggFrankie,Oklahoma,378,322,261,"Let it be known, there is a fountain that was not made by the hands of man",1,@ChanelRion,2020-08-25 23:29:00,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402026209062912,Wendy ⭐⭐⭐ MAGA 🇺🇸 America First 🇺🇸,dem_deplorable,United States,10866,10677,4195,https://t.co/ax8gkLc2AE Conservative -Christian - NRA Member- Ex Democrat-I #WalkedAway Educated-Have my own teeth. #Flynn #MAGA #AmericaFirst #Trump,1,@ChanelRion,2020-08-25 23:29:00,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402021721030656,Trump2020 (Parler: Monakatoils),MONAKatOILS,United States,22777,2727,1876,"For God and Country. Where We Go One, We Go All. #Trump2020 🇺🇸",1,@ChanelRion,2020-08-25 23:28:59,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402021683408896,V Bay 🇺🇲,vernondbay,,615,1063,3650,"Follower of Jesus Christ, Love playing golf. Photography spending time with family.
#MAGA2020",1,@ChanelRion,2020-08-25 23:28:59,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402011151585281,Patti McDonough ✝️ 🇺🇸,pmcdonough1,United States of America ,857,2583,3862,A Patriot and Citizen of the United States a Christian Nation!,1,@ChanelRion,2020-08-25 23:28:57,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298402005086547968,CAMullin,Cadancetoday,Earth,1895,2072,1715,"(No PC here) Proud Nationalist,  No globalist garbage, Eyes wide opened, I stand with POTUS, Build the wall, IFB, child of USMC vet,  #BacktheBlue, #TRUMP2020",1,@alainthibaut1,2020-08-25 23:28:55,62,0,"VoteTrump,Election2020"," This is Biden, America!

Instead of appeasing, he adds some more oil to the fire..! 🔥
#VoteTrump #Election2020 https://t…"
1298401998358761472,Brad Morrison,bradmoreso,"Seattle, WA",1908,4996,3740,"Retired system engineer, writing a novel about a firm selling surveillance to agencies who spend your taxes to spy on you
TX born, USAF vet
Superpower: Mimicry",1,@Choices2020,2020-08-25 23:28:54,153,0,," “Neither snow nor rain nor heat nor gloom of night will keep these couriers from their appointed rounds.”

This guy should…"
1298401987717935105,Gus the Rat,gustherat,,298,697,4139,"Interested Observer of Culture, Politics & Media. Dog Lover. On Parler @GusTheRat.",1,@ChanelRion,2020-08-25 23:28:51,200,0,," WATCH OAN FREE thru 2020!

Our friends at KlowdTV will be making the “FREE2020” package available worldwide NO CHARGE throu…"
1298401986107379712,John Maksuta,JohnMaksuta,"New York, USA",398,646,2548,"Buddhist. Software Dev. Tech Wizard. Cargo Cultist. Jokes. Comedy.
Party Affiliation = 'No Party'",0,JohnMaksuta,2020-08-25 23:28:51,0,0,"coronavirus,COVID19,WearAMask,Election2020,AbsenteeBallot,IfTheyScared","If people can shop at @Walmart literally every single day #coronavirus #COVID19 ""epidemic"", then they can #WearAMask at the #Election2020! The American people can handle it! Otherwise they can request #AbsenteeBallot #IfTheyScared"
